"","0.948","0.949","0.95","0.951","0.952"
"A",81.664743797887,81.822634390964,82.2017473851616,82.7976583324572,83.3935692797529
"T.A",3.76607999999999,3.86903999999999,3.966,4.05708,4.14815999999999
"S",3.76607999999999,3.86903999999999,3.966,4.05708,4.14815999999999
"T.M",3.76607999999999,3.86903999999999,3.966,4.05708,4.14815999999999
"M",81.664743797887,81.822634390964,82.2017473851616,82.7976583324572,83.3935692797529
