"","A","T.A","S","T.M","M"
"1"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"
"2","-0.52662","-0.41716","-0.20868","-0.41716","-0.61165"
"3","-1.05218","-0.85086","-0.35872","-0.85086","-1.38240"
"4","-0.17285","-0.13534","-0.07420","-0.13534","-0.13993"
"5","-1.24213","-1.03102","-0.28669","-1.03102","-1.80505"
"6","-0.75583","-0.60525","-0.24323","-0.60525","-0.96575"
"7","-0.33229","-0.26333","-0.12075","-0.26333","-0.34466"
"8","-0.06411","-0.04926","-0.02766","-0.04926","-0.03438"
"9","-0.85168","-0.66576","-0.17120","-0.73440","-1.58320"
"10","-1.13031","-0.94205","-0.29175","-1.00339","-1.64138"
"11","-0.84366","-0.68499","-0.23980","-0.71536","-1.16247"
"12","-0.59727","-0.47953","-0.17731","-0.49592","-0.76805"
"13","-0.40512","-0.32525","-0.12600","-0.33339","-0.46931"
"14","-0.23426","-0.18715","-0.07809","-0.18988","-0.22399"
"15","-0.11158","-0.08913","-0.04019","-0.08842","-0.07628"
"16","-0.01977","-0.01605","-0.00733","-0.01570","-0.00618"
"17","-0.58820","-0.46635","-0.11031","-0.51930","-1.18964"
"18","-1.00331","-0.80683","-0.19119","-0.89847","-1.76468"
"19","-1.16534","-0.98602","-0.25809","-1.06981","-1.76637"
"20","-1.03389","-0.86631","-0.26179","-0.92344","-1.50628"
"21","-0.89303","-0.73909","-0.23551","-0.77880","-1.26646"
"22","-0.76865","-0.62923","-0.20600","-0.65823","-1.06283"
"23","-0.63956","-0.52170","-0.17647","-0.54282","-0.85651"
"24","-0.53715","-0.43759","-0.15243","-0.45308","-0.68803"
"25","-0.44236","-0.35919","-0.12872","-0.37096","-0.53922"
"26","-0.35704","-0.28935","-0.10655","-0.29636","-0.40350"
"27","-0.26745","-0.21642","-0.08271","-0.22106","-0.27449"
"28","-0.19653","-0.15820","-0.06289","-0.16056","-0.17745"
"29","-0.13735","-0.11085","-0.04571","-0.11074","-0.10544"
"30","-0.08581","-0.06835","-0.02944","-0.06778","-0.05302"
"31","-0.03710","-0.02945","-0.01353","-0.02882","-0.01567"
"32","-0.00445","-0.00352","-0.00207","-0.00315","-0.00118"
