"","A","T.A","S","T.M","M"
"1"," 0.0000"," 0.00000"," 0.000000"," 0.00000"," 0.000000"
"2","-0.7539","-0.29764","-0.251843","-0.29769","-1.099777"
"3","-1.0101","-0.31312","-0.188440","-0.31338","-1.740240"
"4","-0.1862","-0.06046","-0.042424","-0.06054","-0.217430"
"5","-0.5274","-0.19471","-0.057870","-0.19544","-0.983953"
"6","-0.7636","-0.26771","-0.074709","-0.26827","-1.657390"
"7","-0.3349","-0.11063","-0.036429","-0.11081","-0.580569"
"8","-0.0612","-0.02110","-0.008435","-0.02112","-0.049026"
"9","-0.3133","-0.12600","-0.031840","-0.12640","-0.514000"
"10","-0.6795","-0.26528","-0.059860","-0.26660","-1.495984"
"11","-0.7793","-0.29529","-0.066045","-0.29631","-1.792468"
"12","-0.6304","-0.22515","-0.053399","-0.22548","-1.389579"
"13","-0.4169","-0.14357","-0.037733","-0.14384","-0.823173"
"14","-0.2262","-0.07749","-0.023060","-0.07765","-0.356917"
"15","-0.1015","-0.03513","-0.011316","-0.03526","-0.111672"
"16","-0.0185","-0.00659","-0.002375","-0.00663","-0.010059"
"17","-0.1990","-0.08604","-0.019460","-0.08644","-0.293478"
"18","-0.3960","-0.16065","-0.034162","-0.16141","-0.749675"
"19","-0.5969","-0.24033","-0.049180","-0.24155","-1.312775"
"20","-0.7058","-0.28385","-0.055590","-0.28526","-1.638076"
"21","-0.7528","-0.29793","-0.058039","-0.29921","-1.792733"
"22","-0.7345","-0.28272","-0.056592","-0.28361","-1.747461"
"23","-0.6575","-0.24596","-0.051586","-0.24645","-1.527980"
"24","-0.5577","-0.20289","-0.044460","-0.20323","-1.247814"
"25","-0.4526","-0.16150","-0.037428","-0.16176","-0.958554"
"26","-0.3559","-0.12642","-0.030550","-0.12671","-0.696773"
"27","-0.2578","-0.09122","-0.023553","-0.09142","-0.446542"
"28","-0.1853","-0.06603","-0.017858","-0.06622","-0.282074"
"29","-0.1256","-0.04487","-0.012581","-0.04503","-0.161107"
"30","-0.0792","-0.02857","-0.008470","-0.02857","-0.077556"
"31","-0.0344","-0.01169","-0.003929","-0.01170","-0.023089"
"32","-0.0039","-0.00109","-0.000447","-0.00112","-0.000224"
