"","A","T.A","S","T.M","M"
"1","0.00000","0.00000","0.00000","0.00000","0.00000"
"2","1.76089","1.46102","1.39908","1.46111","1.85307"
"3","2.25746","1.70080","1.52004","1.70094","2.44812"
"4","0.56080","0.41257","0.37930","0.41263","0.60407"
"5","1.68320","1.20734","0.92846","1.20763","1.96513"
"6","2.15503","1.60793","1.25838","1.60804","2.34377"
"7","1.12387","0.80605","0.64832","0.80608","1.23382"
"8","0.16887","0.12736","0.10938","0.12739","0.17013"
"9","1.09408","0.77992","0.57392","0.78032","1.35304"
"10","2.05980","1.52273","1.10218","1.52319","2.33785"
"11","2.22294","1.66979","1.22361","1.67004","2.44794"
"12","1.94044","1.43255","1.06940","1.43282","2.13009"
"13","1.40232","1.01357","0.76816","1.01373","1.54803"
"14","0.80036","0.57205","0.44129","0.57212","0.88591"
"15","0.33841","0.24569","0.19743","0.24573","0.36186"
"16","0.03964","0.03117","0.02834","0.03119","0.03115"
"17","0.64618","0.47359","0.35101","0.47382","0.79332"
"18","1.40976","1.01422","0.71672","1.01474","1.72209"
"19","1.93521","1.42409","1.00318","1.42464","2.24213"
"20","2.13009","1.59472","1.12468","1.59510","2.40244"
"21","2.21390","1.66885","1.18669","1.66911","2.46333"
"22","2.18236","1.64209","1.17902","1.64233","2.41101"
"23","2.04097","1.52243","1.10417","1.52271","2.24941"
"24","1.80858","1.33124","0.97461","1.33145","1.99681"
"25","1.53653","1.12009","0.82639","1.12026","1.70083"
"26","1.25047","0.90252","0.67177","0.90268","1.38903"
"27","0.93083","0.66701","0.50162","0.66711","1.03647"
"28","0.66743","0.47863","0.36481","0.47870","0.74136"
"29","0.43700","0.31506","0.24476","0.31511","0.47676"
"30","0.24704","0.18235","0.14697","0.18242","0.26056"
"31","0.08613","0.06696","0.05699","0.06698","0.07817"
"32","0.00704","0.00636","0.00629","0.00638","0.00402"
