"","A","T.A","S","T.M","M"
"1","-3.885","-3.885","-3.885","-3.885","-3.885"
"2","-3.329","-3.261","-3.250","-3.261","-3.336"
"3","-1.787","-1.758","-1.756","-1.758","-1.787"
"4","-3.984","-3.842","-3.821","-3.842","-3.996"
"5","-0.682","-0.697","-0.701","-0.697","-0.678"
"6","-2.626","-2.547","-2.537","-2.547","-2.631"
"7","-3.731","-3.593","-3.572","-3.593","-3.741"
"8","-4.009","-3.857","-3.830","-3.857","-4.023"
"9","-0.276","-0.302","-0.306","-0.302","-0.271"
"10","-1.292","-1.283","-1.284","-1.283","-1.289"
"11","-2.237","-2.177","-2.170","-2.177","-2.240"
"12","-3.052","-2.946","-2.932","-2.946","-3.060"
"13","-3.554","-3.421","-3.400","-3.421","-3.564"
"14","-3.910","-3.759","-3.733","-3.759","-3.923"
"15","-4.018","-3.861","-3.832","-3.861","-4.032"
"16","-3.967","-3.811","-3.781","-3.811","-3.981"
"17","-0.126","-0.152","-0.154","-0.152","-0.122"
"18","-0.460","-0.483","-0.487","-0.483","-0.455"
"19","-1.041","-1.043","-1.045","-1.043","-1.037"
"20","-1.537","-1.516","-1.515","-1.516","-1.536"
"21","-2.018","-1.970","-1.965","-1.970","-2.019"
"22","-2.438","-2.365","-2.356","-2.365","-2.442"
"23","-2.897","-2.799","-2.786","-2.799","-2.904"
"24","-3.197","-3.081","-3.065","-3.081","-3.205"
"25","-3.446","-3.318","-3.298","-3.318","-3.456"
"26","-3.646","-3.506","-3.483","-3.506","-3.656"
"27","-3.856","-3.706","-3.680","-3.706","-3.868"
"28","-3.951","-3.796","-3.768","-3.796","-3.964"
"29","-4.008","-3.850","-3.821","-3.850","-4.022"
"30","-4.019","-3.860","-3.829","-3.860","-4.033"
"31","-4.001","-3.842","-3.811","-3.842","-4.016"
"32","-3.923","-3.767","-3.736","-3.767","-3.937"
