"","A","T.A","S","T.M","M"
"1","-1.765","-1.765","-1.765","-1.765","-1.765"
"2","-1.804","-1.339","-1.333","-1.339","-1.964"
"3","-1.581","-1.023","-1.014","-1.023","-1.764"
"4","-1.736","-1.129","-1.121","-1.129","-1.931"
"5","-1.226","-0.753","-0.742","-0.753","-1.417"
"6","-1.675","-1.043","-1.030","-1.043","-1.898"
"7","-1.733","-1.085","-1.074","-1.085","-1.957"
"8","-1.648","-1.034","-1.023","-1.034","-1.861"
"9","-0.950","-0.562","-0.552","-0.562","-1.119"
"10","-1.436","-0.876","-0.859","-0.876","-1.664"
"11","-1.609","-0.986","-0.969","-0.986","-1.844"
"12","-1.712","-1.054","-1.038","-1.054","-1.955"
"13","-1.722","-1.061","-1.047","-1.061","-1.963"
"14","-1.717","-1.062","-1.048","-1.062","-1.952"
"15","-1.674","-1.035","-1.021","-1.035","-1.902"
"16","-1.599","-0.990","-0.977","-0.990","-1.818"
"17","-0.713","-0.411","-0.402","-0.411","-0.863"
"18","-1.091","-0.646","-0.633","-0.646","-1.287"
"19","-1.366","-0.821","-0.803","-0.821","-1.599"
"20","-1.482","-0.897","-0.878","-0.897","-1.718"
"21","-1.567","-0.951","-0.932","-0.951","-1.805"
"22","-1.629","-0.988","-0.970","-0.988","-1.872"
"23","-1.692","-1.033","-1.015","-1.033","-1.942"
"24","-1.710","-1.043","-1.027","-1.043","-1.963"
"25","-1.712","-1.047","-1.031","-1.047","-1.962"
"26","-1.716","-1.048","-1.033","-1.048","-1.962"
"27","-1.716","-1.050","-1.036","-1.050","-1.960"
"28","-1.703","-1.044","-1.029","-1.044","-1.946"
"29","-1.680","-1.028","-1.014","-1.028","-1.917"
"30","-1.651","-1.010","-0.996","-1.010","-1.883"
"31","-1.615","-0.989","-0.975","-0.989","-1.844"
"32","-1.570","-0.963","-0.949","-0.963","-1.793"
