"","A","T.A","S","T.M","M"
"1","0.00000","0.00000","0.00000","0.00000"," 0.00000"
"2","0.94156","0.55324","0.44573","0.55389"," 1.24208"
"3","0.90006","0.46170","0.13552","0.46412"," 1.52240"
"4","0.20548","0.11444","0.03399","0.11427"," 0.25482"
"5","0.24675","0.18221","0.03920","0.18566"," 0.16246"
"6","0.91590","0.56490","0.09339","0.56954"," 1.99032"
"7","0.38926","0.23469","0.04508","0.23487"," 0.64387"
"8","0.07410","0.04170","0.00935","0.04143"," 0.05970"
"9","0.14264","0.11000","0.02288","0.11064","-0.07784"
"10","0.46694","0.32960","0.04866","0.33664"," 0.85355"
"11","0.82107","0.54871","0.07200","0.55628"," 1.97082"
"12","0.75127","0.49084","0.06936","0.49435"," 1.63634"
"13","0.47819","0.30629","0.04717","0.30747"," 0.90717"
"14","0.26660","0.16595","0.02847","0.16584"," 0.40878"
"15","0.12380","0.07440","0.01377","0.07368"," 0.13883"
"16","0.02249","0.01272","0.00291","0.01260"," 0.01000"
"17","0.11874","0.08689","0.01714","0.08706","-0.13294"
"18","0.17555","0.13750","0.02564","0.14067"," 0.00588"
"19","0.35888","0.26239","0.03952","0.27064"," 0.52635"
"20","0.55308","0.39089","0.05217","0.40265"," 1.19780"
"21","0.73071","0.50395","0.06279","0.51643"," 1.78889"
"22","0.83483","0.56459","0.07109","0.57421"," 2.03366"
"23","0.79562","0.53391","0.06999","0.54026"," 1.82683"
"24","0.66520","0.44069","0.06078","0.44465"," 1.43416"
"25","0.53059","0.34741","0.04984","0.34982"," 1.06488"
"26","0.41278","0.26729","0.04004","0.26839"," 0.76667"
"27","0.30382","0.19422","0.03101","0.19420"," 0.50189"
"28","0.22154","0.13909","0.02317","0.13862"," 0.32789"
"29","0.15174","0.09370","0.01618","0.09302"," 0.19349"
"30","0.09443","0.05678","0.01008","0.05622"," 0.09386"
"31","0.04075","0.02345","0.00518","0.02314"," 0.02651"
"32","0.00499","0.00289","0.00066","0.00296"," 0.00142"
