"","A","T.A","S","T.M","M"
"1"," 0.00000"," 0.000000"," 0.00e+00"," 0.000000"," 0.00000"
"2","-0.42228","-0.152565","-1.21e-01","-0.153386","-0.76506"
"3","-0.48672","-0.133240","-4.43e-02","-0.136240","-1.26860"
"4","-0.10330","-0.027944","-1.01e-02","-0.027713","-0.16161"
"5","-0.11834","-0.060076","-5.77e-03","-0.060868","-0.07801"
"6","-0.31337","-0.124189","-1.13e-02","-0.126590","-1.25309"
"7","-0.14726","-0.050394","-5.79e-03","-0.050546","-0.40857"
"8","-0.03346","-0.010936","-1.48e-03","-0.010776","-0.03988"
"9","-0.07496","-0.041600","-3.84e-03","-0.041200","-0.00600"
"10","-0.20715","-0.099766","-7.57e-03","-0.102399","-0.69601"
"11","-0.31133","-0.136490","-1.02e-02","-0.139996","-1.40804"
"12","-0.25215","-0.100962","-8.83e-03","-0.102443","-0.98540"
"13","-0.17525","-0.064960","-6.40e-03","-0.065627","-0.57379"
"14","-0.10452","-0.036447","-4.12e-03","-0.036326","-0.25908"
"15","-0.05356","-0.017972","-2.24e-03","-0.017728","-0.08730"
"16","-0.01029","-0.003821","-3.51e-04","-0.003656","-0.00547"
"17","-0.04910","-0.027549","-2.21e-03","-0.027040"," 0.00656"
"18","-0.09014","-0.050394","-4.28e-03","-0.050623","-0.01006"
"19","-0.15771","-0.081460","-6.12e-03","-0.083585","-0.36025"
"20","-0.24242","-0.116098","-8.17e-03","-0.119819","-1.02598"
"21","-0.29457","-0.135463","-9.47e-03","-0.139687","-1.39219"
"22","-0.29510","-0.130854","-9.76e-03","-0.133992","-1.34890"
"23","-0.26512","-0.111598","-8.99e-03","-0.113528","-1.11024"
"24","-0.22552","-0.091915","-8.08e-03","-0.093332","-0.87142"
"25","-0.18818","-0.073717","-6.65e-03","-0.074609","-0.66286"
"26","-0.15236","-0.057426","-5.65e-03","-0.057933","-0.48669"
"27","-0.11604","-0.042291","-4.52e-03","-0.042316","-0.31932"
"28","-0.08854","-0.031942","-3.47e-03","-0.031706","-0.20894"
"29","-0.06370","-0.022152","-2.60e-03","-0.022062","-0.12090"
"30","-0.04119","-0.014087","-1.70e-03","-0.013870","-0.06242"
"31","-0.01855","-0.006607","-8.51e-04","-0.006513","-0.01887"
"32","-0.00248","-0.000904","-7.11e-05","-0.000914","-0.00195"
"33","-0.04752","-0.027200","-2.24e-03","-0.026880"," 0.00096"
"34","-0.07099","-0.040091","-3.65e-03","-0.039999","-0.00536"
"35","-0.08815","-0.048943","-4.22e-03","-0.049301","-0.00837"
"36","-0.10205","-0.056785","-4.69e-03","-0.057934","-0.04409"
"37","-0.12955","-0.069280","-5.55e-03","-0.071360","-0.18693"
"38","-0.16723","-0.085677","-6.49e-03","-0.088717","-0.46023"
"39","-0.20959","-0.103440","-7.50e-03","-0.107390","-0.80245"
"40","-0.24793","-0.118482","-8.41e-03","-0.123151","-1.10815"
"41","-0.28753","-0.134578","-9.41e-03","-0.139778","-1.37636"
"42","-0.29835","-0.137172","-9.84e-03","-0.141797","-1.42513"
"43","-0.29505","-0.132746","-9.83e-03","-0.136727","-1.38406"
"44","-0.28658","-0.127010","-9.47e-03","-0.130280","-1.29879"
"45","-0.27147","-0.117248","-9.33e-03","-0.119872","-1.18474"
"46","-0.25283","-0.106386","-8.78e-03","-0.108573","-1.05934"
"47","-0.23378","-0.097453","-8.45e-03","-0.099206","-0.94125"
"48","-0.21524","-0.088337","-7.82e-03","-0.089831","-0.83164"
"49","-0.19307","-0.077040","-6.99e-03","-0.078210","-0.69990"
"50","-0.17540","-0.068072","-6.42e-03","-0.068938","-0.60732"
"51","-0.15751","-0.059789","-5.89e-03","-0.060446","-0.51598"
"52","-0.13985","-0.052625","-5.27e-03","-0.052958","-0.43593"
"53","-0.12421","-0.046652","-4.82e-03","-0.046777","-0.36112"
"54","-0.10923","-0.039967","-4.31e-03","-0.039918","-0.29682"
"55","-0.09581","-0.034728","-3.79e-03","-0.034608","-0.24133"
"56","-0.08293","-0.029896","-3.35e-03","-0.029663","-0.19287"
"57","-0.06696","-0.023657","-2.69e-03","-0.023497","-0.13490"
"58","-0.05563","-0.019492","-2.33e-03","-0.019178","-0.09818"
"59","-0.04520","-0.015868","-1.86e-03","-0.015604","-0.07158"
"60","-0.03437","-0.012146","-1.45e-03","-0.011995","-0.04738"
"61","-0.02464","-0.008880","-1.05e-03","-0.008795","-0.02844"
"62","-0.01560","-0.005541","-6.25e-04","-0.005416","-0.01452"
"63","-0.00741","-0.002643","-3.18e-04","-0.002540","-0.00363"
"64"," 0.00000"," 0.000000"," 0.00e+00"," 0.000000"," 0.00000"
