"","A","T.A","S","T.M","M"
"1","0.00000","0.00000","0.000000","0.00000"," 0.00000"
"2","0.94156","0.58633","0.445732","0.59052"," 1.24208"
"3","0.90398","0.51868","0.136140","0.53246"," 1.52240"
"4","0.20765","0.12635","0.034375","0.12601"," 0.25482"
"5","0.24890","0.19991","0.039372","0.20512"," 0.16246"
"6","0.93048","0.63592","0.094387","0.64988"," 1.99032"
"7","0.39559","0.25943","0.045815","0.26034"," 0.64387"
"8","0.07494","0.04582","0.009536","0.04532"," 0.05970"
"9","0.14424","0.11752","0.023600","0.11888","-0.07784"
"10","0.47876","0.36994","0.050137","0.38241"," 0.85355"
"11","0.84647","0.62086","0.074506","0.63986"," 1.97082"
"12","0.77501","0.54702","0.072025","0.55567"," 1.63634"
"13","0.49195","0.33885","0.049173","0.34144"," 0.90717"
"14","0.27357","0.18287","0.029633","0.18280"," 0.40878"
"15","0.12682","0.08173","0.014278","0.08066"," 0.13883"
"16","0.02278","0.01400","0.003036","0.01384"," 0.01000"
"17","0.11976","0.09136","0.018950","0.09079","-0.13294"
"18","0.17894","0.14877","0.027402","0.15249"," 0.00588"
"19","0.36971","0.29407","0.042299","0.30535"," 0.52635"
"20","0.57421","0.44130","0.055932","0.45999"," 1.19780"
"21","0.76122","0.57149","0.067656","0.59457"," 1.78889"
"22","0.87013","0.63912","0.076752","0.65864"," 2.03366"
"23","0.82935","0.59765","0.075418","0.61058"," 1.82683"
"24","0.69269","0.49039","0.065478","0.49802"," 1.43416"
"25","0.55155","0.38524","0.053988","0.38941"," 1.06488"
"26","0.42846","0.29596","0.043333","0.29788"," 0.76667"
"27","0.31495","0.21481","0.033700","0.21489"," 0.50189"
"28","0.22911","0.15336","0.025195","0.15251"," 0.32789"
"29","0.15658","0.10352","0.017649","0.10250"," 0.19349"
"30","0.09698","0.06264","0.010952","0.06205"," 0.09386"
"31","0.04213","0.02583","0.005515","0.02545"," 0.02651"
"32","0.00505","0.00334","0.000701","0.00342"," 0.00142"
"33","0.12160","0.09232","0.019360","0.09072","-0.15952"
"34","0.14078","0.11247","0.021893","0.11395","-0.11436"
"35","0.16744","0.13910","0.025616","0.14339","-0.02841"
"36","0.22261","0.18321","0.031144","0.18992"," 0.10148"
"37","0.30021","0.24181","0.036960","0.25301"," 0.32704"
"38","0.39274","0.31060","0.042887","0.32609"," 0.62135"
"39","0.49368","0.38372","0.049923","0.40369"," 0.95706"
"40","0.59419","0.45532","0.056225","0.47940"," 1.29624"
"41","0.73153","0.55261","0.065232","0.58121"," 1.72534"
"42","0.80953","0.60514","0.071064","0.63374"," 1.94023"
"43","0.85807","0.63568","0.075276","0.66117"," 2.04147"
"44","0.87062","0.63885","0.077567","0.66064"," 2.03073"
"45","0.84749","0.61624","0.076512","0.63445"," 1.92499"
"46","0.79610","0.57433","0.072361","0.58908"," 1.75558"
"47","0.73063","0.52225","0.068247","0.53348"," 1.56044"
"48","0.65879","0.46815","0.062905","0.47686"," 1.36155"
"49","0.57159","0.40283","0.055621","0.40876"," 1.12947"
"50","0.50674","0.35463","0.050060","0.35906"," 0.96337"
"51","0.44514","0.31015","0.044638","0.31312"," 0.81400"
"52","0.39179","0.27162","0.040199","0.27354"," 0.68550"
"53","0.34233","0.23554","0.035683","0.23671"," 0.56955"
"54","0.29646","0.20307","0.031891","0.20351"," 0.46913"
"55","0.25380","0.17273","0.027954","0.17254"," 0.37957"
"56","0.21268","0.14326","0.023432","0.14249"," 0.30160"
"57","0.16693","0.11130","0.018583","0.11034"," 0.21216"
"58","0.13505","0.08921","0.015190","0.08807"," 0.15654"
"59","0.10591","0.06911","0.011934","0.06810"," 0.10938"
"60","0.07957","0.05130","0.009342","0.05038"," 0.06971"
"61","0.05663","0.03566","0.006951","0.03494"," 0.04192"
"62","0.03474","0.02158","0.004520","0.02089"," 0.02004"
"63","0.01686","0.01095","0.002192","0.01083"," 0.00725"
"64","0.00000","0.00000","0.000000","0.00000"," 0.00000"
