"","A","T.A","S","T.M","M"
"1","0.00000","0.00000","0.00000","0.00000","0.00000"
"2","1.52523","1.49307","1.50370","1.49296","1.51768"
"3","1.57474","1.42610","1.41542","1.42572","1.57592"
"4","0.70140","0.61942","0.61879","0.61910","0.65913"
"5","1.25831","1.13007","1.12175","1.12922","1.20791"
"6","1.62346","1.43651","1.39941","1.43636","1.63750"
"7","1.20303","1.04477","1.02384","1.04454","1.18598"
"8","0.23239","0.19653","0.19414","0.19635","0.18954"
"9","1.01576","0.91264","0.89656","0.91168","0.89304"
"10","1.47568","1.30677","1.27590","1.30604","1.46933"
"11","1.61446","1.42348","1.37831","1.42323","1.63047"
"12","1.60063","1.39950","1.35393","1.39938","1.61149"
"13","1.38645","1.19939","1.16552","1.19920","1.37971"
"14","0.95477","0.81499","0.79903","0.81460","0.92455"
"15","0.44990","0.38089","0.37606","0.38051","0.40214"
"16","0.05497","0.04695","0.04656","0.04689","0.03821"
"17","0.77827","0.67899","0.65812","0.67831","0.61501"
"18","1.15426","1.03372","1.01540","1.03254","1.07255"
"19","1.41903","1.25479","1.22165","1.25383","1.39879"
"20","1.52566","1.34413","1.30107","1.34366","1.52519"
"21","1.59704","1.40803","1.35723","1.40769","1.60888"
"22","1.62019","1.42381","1.37090","1.42357","1.63639"
"23","1.62453","1.42071","1.36767","1.42059","1.63489"
"24","1.56135","1.35895","1.30954","1.35883","1.56865"
"25","1.45659","1.26191","1.21879","1.26175","1.45431"
"26","1.30081","1.11877","1.08517","1.11848","1.28864"
"27","1.07067","0.91355","0.88990","0.91318","1.04472"
"28","0.82997","0.70331","0.68774","0.70281","0.79343"
"29","0.57399","0.48497","0.47635","0.48452","0.52717"
"30","0.33690","0.28192","0.27791","0.28164","0.28856"
"31","0.11967","0.09957","0.09881","0.09953","0.08826"
"32","0.00837","0.00751","0.00801","0.00749","0.00538"
"33","0.74608","0.64464","0.62288","0.64400","0.56496"
"34","1.00704","0.89318","0.86921","0.89226","0.85965"
"35","1.14945","1.03102","1.00963","1.02988","1.05177"
"36","1.25403","1.11478","1.09341","1.11345","1.19316"
"37","1.34347","1.18805","1.16011","1.18704","1.30693"
"38","1.41727","1.25081","1.21567","1.24999","1.40316"
"39","1.47541","1.30084","1.25997","1.30017","1.47089"
"40","1.52269","1.34032","1.29415","1.33991","1.52532"
"41","1.60301","1.41253","1.35973","1.41210","1.61552"
"42","1.62467","1.42917","1.37488","1.42891","1.63876"
"43","1.63047","1.43305","1.37828","1.43277","1.64875"
"44","1.63545","1.43415","1.37930","1.43391","1.65237"
"45","1.62402","1.42109","1.36635","1.42090","1.63747"
"46","1.60642","1.40356","1.34977","1.40350","1.61775"
"47","1.57932","1.37614","1.32398","1.37602","1.58943"
"48","1.53949","1.33724","1.28730","1.33713","1.54659"
"49","1.48403","1.28542","1.23952","1.28522","1.48395"
"50","1.41817","1.22451","1.18234","1.22435","1.41253"
"51","1.33626","1.14969","1.11242","1.14943","1.32669"
"52","1.24186","1.06586","1.03393","1.06556","1.22607"
"53","1.13939","0.97430","0.94674","0.97395","1.11760"
"54","1.02946","0.87639","0.85296","0.87605","1.00234"
"55","0.91122","0.77314","0.75416","0.77271","0.87859"
"56","0.78437","0.66307","0.64828","0.66258","0.74555"
"57","0.61878","0.52185","0.51155","0.52144","0.57253"
"58","0.49418","0.41567","0.40801","0.41527","0.44569"
"59","0.37381","0.31290","0.30803","0.31259","0.32413"
"60","0.26713","0.22185","0.21816","0.22161","0.22073"
"61","0.17190","0.14182","0.13992","0.14169","0.13400"
"62","0.09507","0.07940","0.07888","0.07938","0.06849"
"63","0.03670","0.03198","0.03193","0.03196","0.02485"
"64","0.00000","0.00000","0.00000","0.00000","0.00000"
