"","A","T.A","S","T.M","M"
"1","0.00000","0.00000","0.000000","0.00000"," 0.000000"
"2","0.04121","0.08983","0.023391","0.08969"," 0.012841"
"3","0.09756","0.16958","0.033500","0.16634"," 0.031800"
"4","0.02118","0.04186","0.010566","0.04364"," 0.006443"
"5","0.25218","0.37024","0.048423","0.38501","-0.049950"
"6","0.12318","0.18864","0.033509","0.19531"," 0.018877"
"7","0.06992","0.11071","0.020087","0.11668"," 0.001189"
"8","0.05680","0.07394","0.004939","0.08120","-0.008852"
"9","0.13176","0.19184","0.022160","0.26928","-0.124560"
"10","0.15879","0.22434","0.038567","0.26438"," 0.023925"
"11","0.10000","0.14880","0.019212","0.17989"," 0.033917"
"12","0.07181","0.11584","0.021347","0.13068"," 0.012367"
"13","0.05757","0.09059","0.012960","0.10784"," 0.009627"
"14","0.03893","0.06201","0.012157","0.07176"," 0.004752"
"15","0.03559","0.04917","0.003861","0.06312","-0.001819"
"16","0.01721","0.02010","0.001198","0.02731","-0.004648"
"17","0.09453","0.13576","0.013237","0.18973","-0.063130"
"18","0.17111","0.23796","0.022993","0.33163","-0.118098"
"19","0.21574","0.28617","0.032382","0.35170"," 0.012295"
"20","0.12179","0.17917","0.029976","0.20282"," 0.032413"
"21","0.09194","0.14082","0.019233","0.16412"," 0.035412"
"22","0.10967","0.15685","0.015282","0.19284"," 0.023162"
"23","0.09503","0.14095","0.017635","0.16417"," 0.011767"
"24","0.05546","0.09508","0.017060","0.10274"," 0.011802"
"25","0.04855","0.08312","0.012485","0.09500"," 0.011003"
"26","0.06464","0.09523","0.010564","0.11548"," 0.002128"
"27","0.05264","0.07816","0.010814","0.09369"," 0.001185"
"28","0.02840","0.04801","0.009649","0.05376"," 0.007738"
"29","0.02652","0.04141","0.006087","0.04931"," 0.004933"
"30","0.04577","0.05772","0.002700","0.07797","-0.007359"
"31","0.03520","0.04124","0.001345","0.05607","-0.008257"
"32","0.00216","0.00305","0.000325","0.00388","-0.002316"
"33","0.09056","0.12864","0.012000","0.17920","-0.037120"
"34","0.13011","0.18549","0.017413","0.25875","-0.118149"
"35","0.16522","0.23141","0.021538","0.32192","-0.133305"
"36","0.20649","0.27292","0.025006","0.37815","-0.077165"
"37","0.23184","0.30144","0.028587","0.38891","-0.009173"
"38","0.19743","0.26398","0.030802","0.31782"," 0.015582"
"39","0.14688","0.20586","0.030353","0.23759"," 0.026049"
"40","0.11255","0.16570","0.026460","0.18541"," 0.033091"
"41","0.09537","0.14416","0.019772","0.16411"," 0.033877"
"42","0.09962","0.14708","0.016371","0.17549"," 0.035862"
"43","0.11070","0.15698","0.014402","0.19109"," 0.027618"
"44","0.11700","0.16428","0.015780","0.20001"," 0.021185"
"45","0.10597","0.15274","0.016112","0.18205"," 0.010400"
"46","0.08865","0.13244","0.017367","0.15264"," 0.011424"
"47","0.06678","0.10758","0.017485","0.11902"," 0.012746"
"48","0.05242","0.09003","0.016121","0.09733"," 0.013420"
"49","0.04816","0.08314","0.013230","0.09397"," 0.013843"
"50","0.05548","0.08811","0.010723","0.10369"," 0.009763"
"51","0.06429","0.09504","0.010443","0.11458"," 0.004893"
"52","0.06732","0.09646","0.010261","0.11855"," 0.001127"
"53","0.06137","0.08876","0.010545","0.10807"," 0.000150"
"54","0.04864","0.07281","0.010602","0.08569"," 0.002830"
"55","0.03520","0.05667","0.010208","0.06550"," 0.007632"
"56","0.02650","0.04502","0.008717","0.04983"," 0.008565"
"57","0.02367","0.03929","0.006411","0.04587"," 0.005189"
"58","0.03255","0.04638","0.004279","0.05818"," 0.000336"
"59","0.04388","0.05602","0.003000","0.07459","-0.004088"
"60","0.04867","0.05961","0.002136","0.08237","-0.008759"
"61","0.04415","0.05220","0.001409","0.07214","-0.009388"
"62","0.02902","0.03404","0.000958","0.04624","-0.006520"
"63","0.01085","0.01325","0.000727","0.01844","-0.003728"
"64","0.00000","0.00000","0.000000","0.00000"," 0.000000"
