"","A","T.A","S","T.M","M"
"1","-2.90e-03","-0.00290","-0.00290","-0.00290","-2.90e-03"
"2","-5.09e-04","-0.00170","-0.00127","-0.00198","-3.62e-03"
"3","-7.00e-03","-0.00640","-0.00532","-0.00674","-1.24e-02"
"4"," 1.85e-04","-0.00527","-0.00469","-0.00532","-6.70e-04"
"5","-2.94e-03","-0.00402","-0.00305","-0.00486"," 1.98e-03"
"6","-4.46e-03","-0.00547","-0.00407","-0.00585","-1.05e-02"
"7","-2.73e-03","-0.00514","-0.00425","-0.00541","-5.14e-03"
"8","-2.13e-03","-0.00531","-0.00469","-0.00545","-3.01e-03"
"9","-4.08e-03","-0.00288","-0.00232","-0.00384"," 9.28e-03"
"10","-2.68e-03","-0.00503","-0.00379","-0.00568","-9.24e-03"
"11","-6.40e-03","-0.00522","-0.00354","-0.00562","-9.80e-03"
"12","-5.02e-03","-0.00426","-0.00308","-0.00466","-8.25e-03"
"13","-4.05e-03","-0.00456","-0.00379","-0.00491","-4.32e-03"
"14","-2.27e-03","-0.00403","-0.00367","-0.00420"," 3.62e-03"
"15","-3.51e-03","-0.00426","-0.00391","-0.00442","-2.88e-03"
"16","-1.07e-03","-0.00407","-0.00380","-0.00436","-2.33e-03"
"17","-6.51e-03","-0.00277","-0.00209","-0.00345"," 6.34e-03"
"18","-1.80e-03","-0.00199","-0.00127","-0.00317"," 6.01e-03"
"19","-4.96e-03","-0.00435","-0.00344","-0.00506","-7.34e-03"
"20","-3.08e-03","-0.00415","-0.00274","-0.00475","-1.00e-02"
"21","-6.34e-03","-0.00449","-0.00275","-0.00483","-8.15e-03"
"22","-3.41e-03","-0.00409","-0.00273","-0.00450","-9.04e-03"
"23","-4.28e-03","-0.00409","-0.00281","-0.00453","-7.03e-03"
"24","-3.32e-03","-0.00402","-0.00285","-0.00440","-4.91e-03"
"25","-3.42e-03","-0.00402","-0.00306","-0.00429","-3.76e-03"
"26","-3.13e-03","-0.00357","-0.00284","-0.00383","-5.74e-03"
"27","-2.89e-03","-0.00383","-0.00331","-0.00405","-2.47e-05"
"28","-2.17e-03","-0.00356","-0.00328","-0.00373"," 1.20e-03"
"29","-3.30e-03","-0.00339","-0.00308","-0.00355","-8.82e-04"
"30","-1.96e-03","-0.00361","-0.00320","-0.00377","-3.72e-03"
"31","-1.63e-03","-0.00367","-0.00346","-0.00386","-4.10e-03"
"32","-9.14e-05","-0.00334","-0.00308","-0.00367","-2.95e-03"
"33","-4.16e-03","-0.00352","-0.00256","-0.00416"," 9.76e-03"
"34","-1.94e-03","-0.00231","-0.00157","-0.00323"," 1.10e-02"
"35","-2.50e-03","-0.00229","-0.00157","-0.00343"," 6.80e-03"
"36","-1.51e-03","-0.00194","-0.00151","-0.00327","-3.02e-04"
"37","-4.69e-03","-0.00325","-0.00240","-0.00416","-5.12e-03"
"38","-4.82e-03","-0.00405","-0.00294","-0.00482","-8.49e-03"
"39","-2.44e-03","-0.00368","-0.00249","-0.00430","-1.08e-02"
"40","-3.68e-03","-0.00384","-0.00248","-0.00442","-1.09e-02"
"41","-6.75e-03","-0.00470","-0.00276","-0.00504","-8.38e-03"
"42","-4.77e-03","-0.00415","-0.00253","-0.00451","-8.85e-03"
"43","-3.77e-03","-0.00377","-0.00234","-0.00415","-7.79e-03"
"44","-4.50e-03","-0.00377","-0.00244","-0.00424","-1.34e-02"
"45","-3.87e-03","-0.00352","-0.00230","-0.00400","-1.03e-02"
"46","-4.53e-03","-0.00363","-0.00237","-0.00406","-6.34e-03"
"47","-4.01e-03","-0.00339","-0.00232","-0.00377","-6.51e-03"
"48","-2.16e-03","-0.00368","-0.00259","-0.00402","-3.48e-03"
"49","-3.23e-03","-0.00382","-0.00279","-0.00412","-3.54e-03"
"50","-3.98e-03","-0.00371","-0.00284","-0.00403","-4.54e-03"
"51","-3.71e-03","-0.00366","-0.00284","-0.00395","-5.79e-03"
"52","-3.18e-03","-0.00315","-0.00261","-0.00343","-5.28e-03"
"53","-3.27e-03","-0.00325","-0.00275","-0.00350","-3.07e-03"
"54","-3.17e-03","-0.00351","-0.00303","-0.00371"," 2.17e-03"
"55","-1.69e-03","-0.00312","-0.00279","-0.00329"," 3.43e-03"
"56","-1.89e-03","-0.00322","-0.00285","-0.00338"," 3.50e-04"
"57","-2.31e-03","-0.00320","-0.00288","-0.00336"," 4.34e-04"
"58","-2.87e-03","-0.00350","-0.00309","-0.00367","-1.52e-03"
"59","-2.40e-03","-0.00347","-0.00308","-0.00363","-3.12e-03"
"60","-2.07e-03","-0.00343","-0.00304","-0.00362","-1.83e-03"
"61","-1.72e-03","-0.00367","-0.00337","-0.00384","-2.95e-03"
"62","-1.44e-03","-0.00335","-0.00312","-0.00358","-4.60e-03"
"63","-1.23e-04","-0.00299","-0.00272","-0.00330","-2.36e-03"
"64"," 6.05e-05","-0.00298","-0.00274","-0.00335","-3.31e-03"
