"","A","T.A","S","T.M","M"
"1"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.0000"
"2","-1.58137","-1.58129","-1.49033","-1.58115","-1.5807"
"3","-4.34388","-4.34626","-3.83838","-4.34692","-4.3472"
"4","-0.32630","-0.32571","-0.35074","-0.32551","-0.3253"
"5","-3.38116","-3.38964","-2.49365","-3.39162","-3.3930"
"6","-2.83778","-2.83852","-2.43069","-2.83866","-2.8386"
"7","-0.82811","-0.82771","-0.79925","-0.82753","-0.8272"
"8","-0.07379","-0.07358","-0.10516","-0.07364","-0.0735"
"9","-2.38008","-2.38008","-1.76040","-2.39856","-2.4000"
"10","-4.29108","-4.29108","-3.21827","-4.30749","-4.3082"
"11","-3.64567","-3.64567","-3.05810","-3.65044","-3.6505"
"12","-2.10466","-2.10466","-1.84580","-2.10463","-2.1042"
"13","-1.16408","-1.16408","-1.07899","-1.16221","-1.1618"
"14","-0.52725","-0.52725","-0.53540","-0.52482","-0.5245"
"15","-0.17880","-0.17880","-0.21162","-0.17690","-0.1767"
"16","-0.01630","-0.01630","-0.02972","-0.01593","-0.0159"
"17","-1.68297","-1.68297","-1.23614","-1.69604","-1.6971"
"18","-2.91499","-2.91499","-2.14105","-2.93762","-2.9394"
"19","-4.00840","-4.00840","-2.94836","-4.03036","-4.0312"
"20","-4.42324","-4.42324","-3.41115","-4.43581","-4.4364"
"21","-4.04544","-4.04544","-3.32510","-4.05242","-4.0525"
"22","-3.22527","-3.22527","-2.71983","-3.22858","-3.2285"
"23","-2.41011","-2.41011","-2.08046","-2.41097","-2.4107"
"24","-1.82944","-1.82944","-1.61790","-1.82893","-1.8285"
"25","-1.35938","-1.35938","-1.23410","-1.35794","-1.3574"
"26","-0.98572","-0.98572","-0.92583","-0.98366","-0.9833"
"27","-0.64827","-0.64827","-0.63966","-0.64600","-0.6457"
"28","-0.42164","-0.42164","-0.43843","-0.41925","-0.4189"
"29","-0.24881","-0.24881","-0.27741","-0.24671","-0.2465"
"30","-0.11897","-0.11897","-0.15089","-0.11725","-0.1170"
"31","-0.03436","-0.03436","-0.05647","-0.03368","-0.0335"
"32","-0.00129","-0.00129","-0.00528","-0.00118","-0.0012"
"33","-1.58672","-1.58672","-1.15984","-1.59904","-1.6000"
"34","-2.29023","-2.29023","-1.67408","-2.30802","-2.3094"
"35","-2.83841","-2.83841","-2.07478","-2.86045","-2.8622"
"36","-3.29848","-3.29848","-2.41108","-3.32409","-3.3256"
"37","-3.70192","-3.70192","-2.70629","-3.72747","-3.7286"
"38","-4.05214","-4.05214","-2.97249","-4.07195","-4.0727"
"39","-4.30030","-4.30030","-3.21544","-4.31521","-4.3159"
"40","-4.37056","-4.37056","-3.40498","-4.38182","-4.3823"
"41","-4.20143","-4.20143","-3.41853","-4.20922","-4.2094"
"42","-3.81902","-3.81902","-3.16296","-3.82453","-3.8246"
"43","-3.38920","-3.38920","-2.83996","-3.39289","-3.3929"
"44","-2.98252","-2.98252","-2.52312","-2.98499","-2.9849"
"45","-2.61800","-2.61800","-2.23701","-2.61952","-2.6193"
"46","-2.28889","-2.28889","-1.97725","-2.28954","-2.2892"
"47","-1.99718","-1.99718","-1.74606","-1.99713","-1.9967"
"48","-1.73444","-1.73444","-1.53561","-1.73375","-1.7333"
"49","-1.43758","-1.43758","-1.29606","-1.43632","-1.4358"
"50","-1.23305","-1.23305","-1.12871","-1.23141","-1.2310"
"51","-1.04944","-1.04944","-0.97700","-1.04752","-1.0472"
"52","-0.88366","-0.88366","-0.83955","-0.88127","-0.8809"
"53","-0.73714","-0.73714","-0.71413","-0.73484","-0.7345"
"54","-0.60164","-0.60164","-0.59803","-0.59933","-0.5990"
"55","-0.48938","-0.48938","-0.49933","-0.48685","-0.4865"
"56","-0.38762","-0.38762","-0.40615","-0.38534","-0.3850"
"57","-0.27519","-0.27519","-0.30243","-0.27298","-0.2728"
"58","-0.20283","-0.20283","-0.23285","-0.20074","-0.2005"
"59","-0.13709","-0.13709","-0.17122","-0.13532","-0.1351"
"60","-0.08863","-0.08863","-0.11950","-0.08729","-0.0871"
"61","-0.05202","-0.05202","-0.07931","-0.05118","-0.0510"
"62","-0.02787","-0.02787","-0.04749","-0.02731","-0.0272"
"63","-0.01068","-0.01068","-0.02119","-0.01032","-0.0103"
"64"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.0000"
