"","A","T.A","S","T.M","M"
"1","-2.005","-2.005","-2.005","-2.005","-2.005"
"2","-2.171","-1.885","-1.877","-1.885","-2.264"
"3","-1.878","-1.510","-1.495","-1.510","-1.990"
"4","-2.086","-1.710","-1.699","-1.710","-2.193"
"5","-1.495","-1.156","-1.137","-1.156","-1.618"
"6","-2.096","-1.675","-1.650","-1.675","-2.230"
"7","-2.126","-1.710","-1.693","-1.710","-2.254"
"8","-2.002","-1.613","-1.598","-1.613","-2.121"
"9","-1.136","-0.856","-0.841","-0.856","-1.250"
"10","-1.700","-1.318","-1.293","-1.318","-1.837"
"11","-2.041","-1.613","-1.582","-1.613","-2.187"
"12","-2.113","-1.682","-1.658","-1.682","-2.254"
"13","-2.127","-1.698","-1.677","-1.698","-2.263"
"14","-2.095","-1.675","-1.656","-1.675","-2.227"
"15","-2.038","-1.630","-1.613","-1.630","-2.165"
"16","-1.946","-1.558","-1.542","-1.558","-2.068"
"17","-1.101","-0.821","-0.806","-0.821","-1.224"
"18","-1.462","-1.114","-1.093","-1.114","-1.600"
"19","-1.687","-1.303","-1.277","-1.303","-1.832"
"20","-1.845","-1.437","-1.408","-1.437","-1.993"
"21","-1.948","-1.531","-1.499","-1.531","-2.099"
"22","-2.021","-1.597","-1.566","-1.597","-2.169"
"23","-2.066","-1.640","-1.611","-1.640","-2.211"
"24","-2.090","-1.661","-1.636","-1.661","-2.233"
"25","-2.144","-1.708","-1.685","-1.708","-2.287"
"26","-2.138","-1.703","-1.681","-1.703","-2.279"
"27","-2.115","-1.686","-1.666","-1.686","-2.254"
"28","-2.084","-1.662","-1.642","-1.662","-2.219"
"29","-2.047","-1.634","-1.615","-1.634","-2.179"
"30","-2.009","-1.602","-1.584","-1.602","-2.137"
"31","-1.963","-1.567","-1.550","-1.567","-2.088"
"32","-1.912","-1.526","-1.508","-1.526","-2.036"
