"","A","T.A","S","T.M","M"
"1","-1.249","-1.249","-1.249","-1.249","-1.249"
"2","-1.122","-0.759","-0.752","-0.759","-1.383"
"3","-0.925","-0.524","-0.512","-0.524","-1.209"
"4","-1.056","-0.614","-0.599","-0.614","-1.354"
"5","-0.703","-0.377","-0.366","-0.377","-0.994"
"6","-1.002","-0.565","-0.545","-0.565","-1.346"
"7","-1.046","-0.588","-0.570","-0.588","-1.385"
"8","-0.995","-0.560","-0.543","-0.560","-1.314"
"9","-0.528","-0.274","-0.265","-0.274","-0.780"
"10","-0.792","-0.427","-0.412","-0.427","-1.117"
"11","-0.963","-0.534","-0.511","-0.534","-1.322"
"12","-1.009","-0.561","-0.540","-0.561","-1.367"
"13","-1.033","-0.574","-0.554","-0.574","-1.387"
"14","-1.026","-0.571","-0.552","-0.571","-1.370"
"15","-1.007","-0.560","-0.541","-0.560","-1.343"
"16","-0.962","-0.536","-0.517","-0.536","-1.286"
"17","-0.512","-0.258","-0.249","-0.258","-0.780"
"18","-0.677","-0.354","-0.341","-0.354","-0.989"
"19","-0.781","-0.418","-0.402","-0.418","-1.114"
"20","-0.860","-0.468","-0.448","-0.468","-1.212"
"21","-0.912","-0.501","-0.478","-0.501","-1.267"
"22","-0.950","-0.526","-0.502","-0.526","-1.312"
"23","-0.978","-0.544","-0.520","-0.544","-1.336"
"24","-0.998","-0.554","-0.531","-0.554","-1.359"
"25","-1.034","-0.573","-0.551","-0.573","-1.399"
"26","-1.038","-0.575","-0.553","-0.575","-1.400"
"27","-1.032","-0.571","-0.551","-0.571","-1.389"
"28","-1.021","-0.568","-0.547","-0.568","-1.367"
"29","-1.006","-0.558","-0.538","-0.558","-1.350"
"30","-0.987","-0.547","-0.527","-0.547","-1.325"
"31","-0.965","-0.535","-0.515","-0.535","-1.296"
"32","-0.942","-0.522","-0.502","-0.522","-1.266"
