"","A","T.A","S","T.M","M"
"1","-2.721","-2.721","-2.721","-2.721","-2.721"
"2","-2.259","-2.013","-1.978","-2.013","-2.337"
"3","-1.178","-1.056","-1.046","-1.056","-1.183"
"4","-2.640","-2.219","-2.149","-2.219","-2.772"
"5","-0.529","-0.523","-0.525","-0.523","-0.492"
"6","-1.849","-1.579","-1.545","-1.579","-1.912"
"7","-2.490","-2.086","-2.021","-2.086","-2.617"
"8","-2.680","-2.239","-2.155","-2.239","-2.830"
"9","-0.251","-0.271","-0.277","-0.271","-0.209"
"10","-0.859","-0.788","-0.782","-0.788","-0.841"
"11","-1.602","-1.379","-1.352","-1.379","-1.644"
"12","-2.053","-1.732","-1.687","-1.732","-2.141"
"13","-2.372","-1.984","-1.923","-1.984","-2.493"
"14","-2.571","-2.144","-2.069","-2.144","-2.712"
"15","-2.689","-2.240","-2.154","-2.240","-2.844"
"16","-2.637","-2.197","-2.108","-2.197","-2.791"
"17","-0.189","-0.220","-0.227","-0.220","-0.144"
"18","-0.454","-0.456","-0.461","-0.456","-0.412"
"19","-0.773","-0.721","-0.718","-0.721","-0.747"
"20","-1.094","-0.976","-0.964","-0.976","-1.096"
"21","-1.394","-1.212","-1.192","-1.212","-1.421"
"22","-1.658","-1.418","-1.387","-1.418","-1.710"
"23","-1.891","-1.599","-1.559","-1.599","-1.967"
"24","-2.089","-1.756","-1.706","-1.756","-2.186"
"25","-2.347","-1.960","-1.897","-1.960","-2.469"
"26","-2.470","-2.058","-1.988","-2.058","-2.602"
"27","-2.560","-2.131","-2.054","-2.131","-2.702"
"28","-2.626","-2.185","-2.102","-2.185","-2.776"
"29","-2.660","-2.213","-2.127","-2.213","-2.816"
"30","-2.666","-2.217","-2.127","-2.217","-2.825"
"31","-2.647","-2.201","-2.110","-2.201","-2.805"
"32","-2.598","-2.161","-2.069","-2.161","-2.755"
