"","L.quantiles","Norm.quantiles"
"0.01",-0.898287040863691,-2.32634787404084
"0.025",-0.843506888489327,-1.95996398454005
"0.05",-0.752206634532054,-1.64485362695147
"0.1",-0.613970179912326,-1.2815515655446
"0.9",0.620177788130137,1.2815515655446
"0.95",0.756645823376123,1.64485362695147
"0.975",0.844471730487244,1.95996398454005
"0.99",0.897167274753916,2.32634787404084
