"","L.quantiles","Norm.quantiles"
"0.01",-0.73869124594414,-2.32634787404084
"0.025",-0.707257012324036,-1.95996398454005
"0.05",-0.654866622957196,-1.64485362695147
"0.1",-0.550085844223515,-1.2815515655446
"0.9",0.556075959775833,1.2815515655446
"0.95",0.659605362430152,1.64485362695147
"0.975",0.711370063757311,1.95996398454005
"0.99",0.742428884553607,2.32634787404084
