"","L.quantiles","Norm.quantiles"
"0.01",-0.538594295936587,-2.32634787404084
"0.025",-0.520856912711101,-1.95996398454005
"0.05",-0.49129460733529,-1.64485362695147
"0.1",-0.43216999658367,-1.2815515655446
"0.9",0.43723388484198,1.2815515655446
"0.95",0.49557558373573,1.64485362695147
"0.975",0.524746433182605,1.95996398454005
"0.99",0.542248942850729,2.32634787404084
