"","A","T.A","S","T.M","M"
"1","0.00000","0.00000","0.000000","0.00000","0.0000"
"2","2.15680","1.69760","1.457600","1.71040","2.5320"
"3","2.43560","1.48120","0.260000","1.57120","3.2688"
"4","0.17293","0.11293","0.004533","0.11307","0.3024"
"5","0.37440","0.32000","0.028800","0.33280","0.8512"
"6","3.09840","2.14800","0.224267","2.18027","4.8245"
"7","0.63360","0.45504","0.040960","0.45760","0.9472"
"8","0.04880","0.02457","0.000114","0.02469","0.1303"
"9","0.32640","0.21120","0.006400","0.21120","0.9984"
"10","0.94400","0.78027","0.064533","0.82347","1.6789"
"11","2.73216","1.99904","0.169280","2.07104","4.5760"
"12","2.54994","1.86423","0.131657","1.87246","3.8683"
"13","1.02400","0.76658","0.071111","0.76942","1.5296"
"14","0.32495","0.21629","0.011782","0.21644","0.5277"
"15","0.08886","0.05502","0.001108","0.05514","0.1836"
"16","0.00768","0.00640","0.000000","0.00640","0.0401"
"17","0.41600","0.30400","0.028800","0.30720","1.2416"
"18","0.25813","0.22933","0.009600","0.23893","0.8320"
"19","0.60672","0.49408","0.040960","0.51712","1.1955"
"20","1.44640","1.13920","0.089600","1.20503","2.4210"
"21","2.41067","1.78916","0.142222","1.88018","4.0476"
"22","2.96145","2.15273","0.196655","2.19462","4.9012"
"23","2.87557","2.06745","0.153846","2.08738","4.4495"
"24","2.20032","1.61941","0.133333","1.63669","3.3545"
"25","1.26381","0.92442","0.083012","0.92913","1.9373"
"26","0.80876","0.57651","0.060800","0.57802","1.1810"
"27","0.41874","0.29013","0.021943","0.29074","0.6485"
"28","0.23430","0.15304","0.005009","0.15304","0.4024"
"29","0.10957","0.06707","0.002048","0.06707","0.2345"
"30","0.06495","0.03034","0.000474","0.03081","0.1669"
"31","0.02406","0.01754","0.000993","0.01766","0.0834"
"32","0.00351","0.00237","0.000103","0.00248","0.0103"
"33","0.58880","0.43520","0.025600","0.46080","1.5616"
"34","0.41173","0.27093","0.019200","0.27307","1.3056"
"35","0.26624","0.22528","0.005120","0.23040","0.8909"
"36","0.33737","0.29897","0.022857","0.32183","0.8375"
"37","0.44373","0.38684","0.045511","0.41244","0.9956"
"38","0.65687","0.53935","0.047127","0.56785","1.2311"
"39","1.04763","0.86843","0.070892","0.91766","1.8412"
"40","1.56032","1.23179","0.096000","1.30389","2.6402"
"41","2.26221","1.69826","0.135906","1.80706","3.9048"
"42","2.65836","1.98737","0.163032","2.07360","4.5487"
"43","2.82118","2.09158","0.190476","2.14309","4.7896"
"44","3.00522","2.21496","0.218157","2.25503","4.9764"
"45","2.89613","2.11123","0.186624","2.13197","4.7155"
"46","2.66714","1.98637","0.136533","2.00154","4.2022"
"47","2.40132","1.78119","0.137931","1.79200","3.7208"
"48","1.95634","1.46911","0.139561","1.48232","3.0687"
"49","1.35835","1.03408","0.093867","1.04107","2.1256"
"50","1.09733","0.82487","0.080640","0.82944","1.6699"
"51","0.83926","0.61717","0.069189","0.61786","1.2745"
"52","0.69727","0.52103","0.047426","0.52250","1.0404"
"53","0.49015","0.35715","0.030595","0.35778","0.7786"
"54","0.36688","0.25823","0.018009","0.25957","0.6043"
"55","0.27364","0.18261","0.009102","0.18261","0.4517"
"56","0.20058","0.13277","0.003404","0.13290","0.3426"
"57","0.12656","0.07928","0.003265","0.07941","0.2544"
"58","0.09387","0.06275","0.002008","0.06275","0.2018"
"59","0.06388","0.03562","0.001087","0.03574","0.1647"
"60","0.04748","0.02374","0.000465","0.02374","0.1420"
"61","0.03694","0.02324","0.000112","0.02425","0.1082"
"62","0.01779","0.01345","0.000434","0.01345","0.0633"
"63","0.00682","0.00577","0.000105","0.00588","0.0306"
"64","0.00000","0.00000","0.000000","0.00000","0.0000"
