"","A","T.A","S","T.M","M"
"1","0.00000","0.0000","0.000000","0.00000","0.0000"
"2","1.00640","0.8944","0.586400","0.91360","1.2376"
"3","2.65400","2.4920","1.422400","2.57080","3.1792"
"4","0.23187","0.2013","0.126400","0.20307","0.3387"
"5","4.50240","4.1728","1.036800","4.57280","6.7104"
"6","1.90373","1.6528","0.642400","1.69040","2.4032"
"7","0.69760","0.5363","0.248320","0.54784","0.9325"
"8","0.10000","0.0729","0.023886","0.07989","0.2519"
"9","2.04160","1.7856","0.460800","2.47680","4.6272"
"10","3.55200","3.3232","1.280000","3.75200","4.8363"
"11","2.09792","1.9786","0.780800","2.05408","2.6253"
"12","1.22514","1.0971","0.489143","1.12549","1.5589"
"13","0.79004","0.6820","0.364089","0.72178","1.1342"
"14","0.37527","0.3059","0.164073","0.33789","0.5719"
"15","0.16098","0.1358","0.048246","0.14314","0.3116"
"16","0.02176","0.0171","0.004693","0.01963","0.0486"
"17","1.03680","0.8928","0.201600","1.23840","2.6496"
"18","3.04213","2.6784","0.604800","3.71520","6.3445"
"19","4.14464","3.8374","1.108480","4.49536","5.9955"
"20","3.02811","2.8763","0.972800","3.09577","3.9351"
"21","2.39929","2.2485","0.856178","2.36373","2.9852"
"22","1.95607","1.7722","0.645818","1.84902","2.5321"
"23","1.44246","1.2817","0.490092","1.34769","1.8855"
"24","1.00608","0.9163","0.388907","0.94613","1.2809"
"25","0.81995","0.7226","0.335624","0.76856","1.1256"
"26","0.73364","0.6008","0.267958","0.64589","1.0422"
"27","0.47543","0.3773","0.188952","0.41570","0.7272"
"28","0.28438","0.2426","0.115757","0.26435","0.4319"
"29","0.17254","0.1516","0.057344","0.15770","0.2954"
"30","0.13084","0.1057","0.039822","0.11804","0.3029"
"31","0.05870","0.0484","0.014014","0.05771","0.1249"
"32","0.00372","0.0032","0.000723","0.00444","0.0103"
"33","0.92160","0.7936","0.179200","1.10080","2.5088"
"34","1.88587","1.6533","0.373333","2.29333","4.4971"
"35","2.87744","2.5395","0.573440","3.52256","6.2208"
"36","3.69737","3.3271","0.774400","4.65463","7.0473"
"37","4.15004","3.7575","0.975644","4.72178","6.4967"
"38","3.90284","3.6160","1.102545","4.15825","5.5366"
"39","3.08972","2.9026","0.994462","3.24923","4.1767"
"40","2.75968","2.6210","0.904107","2.82411","3.5584"
"41","2.49826","2.3398","0.860988","2.46776","3.0705"
"42","2.26088","2.1261","0.792253","2.20429","2.7944"
"43","2.00533","1.8453","0.670171","1.93189","2.5807"
"44","1.93002","1.7297","0.592139","1.80202","2.4776"
"45","1.72544","1.5214","0.573184","1.60640","2.2354"
"46","1.31034","1.1605","0.444681","1.20320","1.7237"
"47","1.11846","0.9973","0.421738","1.02113","1.4257"
"48","0.98601","0.8919","0.379045","0.91995","1.2354"
"49","0.88436","0.7920","0.366933","0.83394","1.1908"
"50","0.80384","0.6976","0.347977","0.73929","1.1227"
"51","0.77215","0.6469","0.300973","0.69328","1.1146"
"52","0.67938","0.5328","0.234831","0.58076","0.9735"
"53","0.57069","0.4527","0.224780","0.49202","0.8311"
"54","0.43996","0.3571","0.185600","0.39576","0.6769"
"55","0.34247","0.2822","0.133120","0.30891","0.5148"
"56","0.25981","0.2243","0.100085","0.24007","0.3982"
"57","0.17816","0.1556","0.064653","0.16340","0.2952"
"58","0.17619","0.1511","0.050698","0.15561","0.3117"
"59","0.14442","0.1197","0.042385","0.12981","0.3038"
"60","0.11311","0.0842","0.026996","0.09216","0.2755"
"61","0.08578","0.0682","0.020547","0.07669","0.1972"
"62","0.04122","0.0347","0.010414","0.04296","0.0937"
"63","0.01553","0.0125","0.002413","0.01542","0.0382"
"64","0.00000","0.0000","0.000000","0.00000","0.0000"
