"","A","T.A","S","T.M","M"
"1","0.00000","0.00000","0.00000","0.00000","0.0000"
"2","3.69520","3.35840","3.12240","3.35840","3.8896"
"3","2.62160","2.18360","1.94920","2.18360","2.8336"
"4","3.54800","2.47827","1.42200","2.47827","4.4795"
"5","2.72000","2.23040","1.90400","2.23040","3.1328"
"6","1.62373","1.46187","1.27787","1.46187","1.9445"
"7","6.07232","5.11424","3.26976","5.11424","7.3466"
"8","0.52309","0.43726","0.24594","0.43726","0.8059"
"9","2.05440","1.49760","1.06880","1.49760","2.4448"
"10","2.98720","2.50560","2.09013","2.50560","3.3557"
"11","2.05344","1.78240","1.53056","1.78240","2.3923"
"12","2.23269","2.01326","1.58994","2.01326","2.4777"
"13","5.27076","4.40818","2.93831","4.40818","5.8567"
"14","4.96189","4.13469","2.22124","4.13469","6.8183"
"15","1.46818","1.20542","0.64775","1.20542","2.2464"
"16","0.06443","0.05163","0.02560","0.05163","0.0994"
"17","1.18080","0.90240","0.61120","0.90240","1.5232"
"18","2.58667","1.99893","1.55200","1.99893","2.9824"
"19","3.07712","2.52928","2.13504","2.52928","3.4816"
"20","2.86537","2.37166","2.02057","2.37166","3.1781"
"21","2.24427","1.91147","1.67538","1.91147","2.5372"
"22","1.71985","1.54182","1.35331","1.54182","2.0119"
"23","1.82966","1.66843","1.36246","1.66843","2.1337"
"24","2.87083","2.53824","1.88395","2.53824","3.0609"
"25","4.50428","3.84188","2.66372","3.84188","4.8632"
"26","5.82215","4.87377","3.16076","4.87377","6.7038"
"27","5.68381","4.71528","2.67154","4.71528","7.3149"
"28","3.95798","3.27569","1.75750","3.27569","5.7138"
"29","2.14221","1.77101","0.95386","1.77101","3.2957"
"30","0.92492","0.76468","0.40865","0.76468","1.4085"
"31","0.19961","0.16706","0.08375","0.16706","0.3041"
"32","0.00588","0.00434","0.00237","0.00434","0.0103"
"33","1.33120","0.97280","0.58880","0.97280","1.6896"
"34","2.08427","1.55733","1.05600","1.55733","2.4491"
"35","2.64192","1.96608","1.53600","1.96608","3.0003"
"36","2.81691","2.23269","1.84960","2.23269","3.2512"
"37","2.94116","2.42916","2.01387","2.42916","3.3138"
"38","3.03069","2.52393","2.14051","2.52393","3.4234"
"39","2.87902","2.40049","2.00468","2.40049","3.2315"
"40","2.73109","2.27413","1.94859","2.27413","3.0464"
"41","2.41280","2.01562","1.77656","2.01562","2.7091"
"42","2.20429","1.88901","1.64648","1.88901","2.5344"
"43","1.84594","1.65608","1.42110","1.65608","2.1443"
"44","1.70630","1.53155","1.34456","1.53155","2.0302"
"45","1.63251","1.48941","1.25926","1.48941","1.9548"
"46","1.90388","1.72468","1.39473","1.72468","2.1893"
"47","2.42781","2.18439","1.69468","2.18439","2.6580"
"48","3.08439","2.71112","1.98772","2.71112","3.2735"
"49","4.25038","3.63908","2.55224","3.63908","4.5599"
"50","5.09824","4.29239","2.88750","4.29239","5.6079"
"51","5.70742","4.77682","3.13150","4.77682","6.4872"
"52","6.16254","5.16234","3.24644","5.16234","7.3131"
"53","6.01413","4.99949","2.93963","4.99949","7.5114"
"54","5.40592","4.48804","2.49913","4.48804","7.1031"
"55","4.57159","3.78994","2.04686","3.78994","6.3915"
"56","3.56889","2.95462","1.58924","2.95462","5.2534"
"57","2.41489","1.99184","1.07611","1.99184","3.7036"
"58","1.70365","1.39294","0.74943","1.39294","2.6087"
"59","1.09754","0.90735","0.48580","0.90735","1.6746"
"60","0.64186","0.53295","0.28346","0.53295","0.9858"
"61","0.33785","0.28138","0.14810","0.28138","0.5223"
"62","0.14188","0.11889","0.05858","0.11889","0.2143"
"63","0.03536","0.02791","0.01332","0.02791","0.0575"
"64","0.00000","0.00000","0.00000","0.00000","0.0000"
