"","A","T.A","S","T.M","M"
"1"," 9.054"," 9.054"," 9.054"," 9.054"," 9.054"
"2","10.826","10.619","10.619","10.619","10.826"
"3"," 9.572"," 9.374"," 9.326"," 9.374"," 9.595"
"4","10.572","10.303","10.281","10.303","10.613"
"5"," 6.141"," 5.936"," 5.856"," 5.936"," 6.147"
"6","10.849","10.541","10.481","10.541","10.902"
"7","10.772","10.474","10.442","10.474","10.818"
"8","10.020"," 9.694"," 9.669"," 9.694","10.048"
"9"," 3.674"," 3.488"," 3.430"," 3.488"," 3.699"
"10"," 8.654"," 8.355"," 8.311"," 8.355"," 8.672"
"11","10.177"," 9.854"," 9.800"," 9.854","10.218"
"12","10.880","10.579","10.488","10.579","10.948"
"13","10.487","10.170","10.112","10.170","10.522"
"14","10.865","10.494","10.476","10.494","10.907"
"15","10.308"," 9.897"," 9.877"," 9.897","10.329"
"16"," 9.530"," 9.165"," 9.137"," 9.165"," 9.566"
"17"," 2.310"," 2.205"," 2.176"," 2.205"," 2.368"
"18"," 4.986"," 4.771"," 4.685"," 4.771"," 5.013"
"19"," 7.570"," 7.347"," 7.283"," 7.347"," 7.590"
"20"," 9.348"," 8.973"," 8.927"," 8.973"," 9.362"
"21"," 9.791"," 9.419"," 9.384"," 9.419"," 9.819"
"22","10.410","10.060","10.018","10.060","10.481"
"23","11.014","10.673","10.602","10.673","11.076"
"24","10.780","10.483","10.388","10.483","10.854"
"25","10.713","10.356","10.273","10.356","10.759"
"26","10.557","10.247","10.198","10.247","10.606"
"27","10.901","10.527","10.505","10.527","10.940"
"28","10.602","10.164","10.144","10.164","10.650"
"29","10.608","10.182","10.157","10.182","10.641"
"30","10.196"," 9.797"," 9.780"," 9.797","10.220"
"31"," 9.619"," 9.243"," 9.225"," 9.243"," 9.657"
"32"," 9.382"," 9.049"," 9.012"," 9.049"," 9.407"
"33"," 2.150"," 2.022"," 1.997"," 2.022"," 2.202"
"34"," 3.657"," 3.518"," 3.465"," 3.518"," 3.678"
"35"," 4.782"," 4.603"," 4.521"," 4.603"," 4.833"
"36"," 5.985"," 5.713"," 5.603"," 5.713"," 5.994"
"37"," 6.827"," 6.605"," 6.559"," 6.605"," 6.849"
"38"," 7.704"," 7.434"," 7.363"," 7.434"," 7.724"
"39"," 8.556"," 8.235"," 8.204"," 8.235"," 8.566"
"40"," 9.128"," 8.732"," 8.697"," 8.732"," 9.143"
"41"," 9.672"," 9.298"," 9.267"," 9.298"," 9.693"
"42","10.244"," 9.918"," 9.869"," 9.918","10.278"
"43","10.577","10.226","10.189","10.226","10.639"
"44","10.907","10.547","10.493","10.547","10.975"
"45","10.863","10.490","10.433","10.490","10.915"
"46","10.743","10.435","10.359","10.435","10.801"
"47","10.793","10.484","10.404","10.484","10.861"
"48","10.675","10.353","10.271","10.353","10.736"
"49","10.809","10.471","10.394","10.471","10.865"
"50","10.729","10.401","10.335","10.401","10.773"
"51","10.615","10.313","10.269","10.313","10.665"
"52","10.786","10.454","10.417","10.454","10.834"
"53","10.840","10.455","10.432","10.455","10.878"
"54","10.740","10.364","10.339","10.364","10.778"
"55","10.625","10.247","10.227","10.247","10.673"
"56","10.518","10.071","10.048","10.071","10.565"
"57","10.634","10.208","10.186","10.208","10.674"
"58","10.579","10.151","10.133","10.151","10.605"
"59","10.270"," 9.867"," 9.847"," 9.867","10.295"
"60","10.109"," 9.699"," 9.676"," 9.699","10.132"
"61"," 9.789"," 9.413"," 9.388"," 9.413"," 9.822"
"62"," 9.523"," 9.157"," 9.136"," 9.157"," 9.560"
"63"," 9.464"," 9.108"," 9.078"," 9.108"," 9.499"
"64"," 9.186"," 8.871"," 8.830"," 8.871"," 9.211"
