"","A","T.A","S","T.M","M"
"1","0.00000","0.00000","0.0000","0.00000","0.0000"
"2","0.40720","0.21200","0.0488","0.22080","0.6960"
"3","1.34000","0.90480","0.2056","0.94440","2.2000"
"4","0.08293","0.05200","0.0269","0.06947","0.2704"
"5","1.85920","1.43680","0.1152","1.67680","4.2048"
"6","0.47067","0.30453","0.0451","0.31600","1.1168"
"7","0.21184","0.14976","0.0314","0.16192","0.4864"
"8","0.02617","0.01623","0.0056","0.01931","0.1367"
"9","1.12000","0.71680","0.0000","0.94720","4.2688"
"10","1.61920","1.24000","0.0000","1.37867","2.8011"
"11","0.76160","0.50080","0.0000","0.53024","1.6064"
"12","0.38034","0.24046","0.0000","0.25417","0.8539"
"13","0.23893","0.14436","0.0000","0.14649","0.5326"
"14","0.13207","0.08684","0.0000","0.10836","0.3567"
"15","0.04283","0.02622","0.0000","0.03360","0.2004"
"16","0.00640","0.00384","0.0000","0.00512","0.0439"
"17","0.54720","0.37440","0.0000","0.48960","2.7776"
"18","1.47093","1.05493","0.0000","1.40053","4.6720"
"19","1.73824","1.39008","0.0000","1.62816","3.6352"
"20","1.37509","1.03314","0.0000","1.13737","2.5033"
"21","0.98844","0.66560","0.0000","0.72676","1.9271"
"22","0.66909","0.44451","0.0000","0.46313","1.4208"
"23","0.42215","0.26511","0.0000","0.27397","0.9147"
"24","0.33344","0.22293","0.0000","0.23573","0.7330"
"25","0.26259","0.14852","0.0000","0.15529","0.5775"
"26","0.21204","0.15175","0.0000","0.15781","0.5288"
"27","0.15787","0.11459","0.0000","0.13653","0.4078"
"28","0.09405","0.05565","0.0000","0.07903","0.2866"
"29","0.06093","0.03891","0.0000","0.05018","0.2406"
"30","0.02465","0.01375","0.0000","0.01849","0.1673"
"31","0.01181","0.00673","0.0000","0.00894","0.0640"
"32","0.00196","0.00134","0.0000","0.00175","0.0103"
"33","0.48640","0.33280","0.0000","0.43520","2.4832"
"34","0.97920","0.65920","0.0000","0.87253","4.3947"
"35","1.41312","0.99328","0.0000","1.32096","4.8947"
"36","1.71429","1.32846","0.0000","1.77097","4.6409"
"37","1.82898","1.44782","0.0000","1.79484","4.1358"
"38","1.64015","1.30618","0.0000","1.49935","3.2652"
"39","1.49858","1.18745","0.0000","1.31348","2.6585"
"40","1.28128","0.94080","0.0000","1.02443","2.3808"
"41","1.01007","0.69760","0.0000","0.75332","1.9802"
"42","0.82728","0.55377","0.0000","0.58206","1.7475"
"43","0.73722","0.49890","0.0000","0.52450","1.5616"
"44","0.52758","0.34727","0.0000","0.36397","1.2355"
"45","0.45542","0.29210","0.0000","0.30746","1.0578"
"46","0.42193","0.27876","0.0000","0.29108","0.8922"
"47","0.35553","0.23768","0.0000","0.25092","0.8183"
"48","0.30307","0.19489","0.0000","0.20893","0.6862"
"49","0.26996","0.15981","0.0000","0.16989","0.6307"
"50","0.26679","0.17061","0.0000","0.17280","0.5786"
"51","0.22556","0.15637","0.0000","0.16052","0.5362"
"52","0.22761","0.15705","0.0000","0.16952","0.5284"
"53","0.20667","0.14548","0.0000","0.16172","0.4664"
"54","0.15762","0.11148","0.0000","0.13708","0.3876"
"55","0.11719","0.07623","0.0000","0.09956","0.3214"
"56","0.09409","0.05951","0.0000","0.08075","0.2772"
"57","0.06936","0.04140","0.0000","0.05656","0.2544"
"58","0.05321","0.03263","0.0000","0.04166","0.2143"
"59","0.03321","0.01992","0.0000","0.02620","0.1724"
"60","0.02234","0.01303","0.0000","0.02234","0.1378"
"61","0.01920","0.01044","0.0000","0.01448","0.0975"
"62","0.00911","0.00607","0.0000","0.00738","0.0516"
"63","0.00703","0.00472","0.0000","0.00514","0.0340"
"64","0.00000","0.00000","0.0000","0.00000","0.0000"
