"","A","T.A","S","T.M","M"
"1","4.387","4.387","4.387","4.387","4.387"
"2","4.589","3.531","3.492","3.531","4.682"
"3","3.410","2.180","2.170","2.180","3.518"
"4","4.882","2.984","2.862","2.984","5.045"
"5","1.661","1.005","0.950","1.005","1.853"
"6","4.068","2.394","2.262","2.394","4.351"
"7","4.541","2.765","2.513","2.765","4.775"
"8","4.500","2.672","2.453","2.672","4.750"
"9","1.222","0.704","0.666","0.704","1.530"
"10","2.658","1.617","1.487","1.617","2.865"
"11","3.614","2.173","2.083","2.173","3.908"
"12","4.310","2.544","2.370","2.544","4.615"
"13","4.319","2.652","2.394","2.652","4.585"
"14","4.763","2.776","2.499","2.776","5.016"
"15","4.694","2.848","2.591","2.848","4.950"
"16","4.363","2.574","2.371","2.574","4.617"
"17","0.995","0.435","0.371","0.435","1.165"
"18","1.484","0.819","0.755","0.819","1.677"
"19","2.266","1.349","1.252","1.349","2.442"
"20","2.929","1.830","1.730","1.830","3.132"
"21","3.486","2.182","2.088","2.182","3.760"
"22","3.775","2.259","2.145","2.259","4.058"
"23","4.411","2.666","2.504","2.666","4.723"
"24","4.427","2.662","2.448","2.662","4.723"
"25","4.433","2.659","2.400","2.659","4.702"
"26","4.442","2.704","2.422","2.704","4.714"
"27","4.726","2.789","2.500","2.789","4.964"
"28","4.807","2.851","2.568","2.851","5.062"
"29","4.844","2.896","2.638","2.896","5.086"
"30","4.641","2.760","2.539","2.760","4.894"
"31","4.398","2.638","2.437","2.638","4.666"
"32","4.238","2.488","2.296","2.488","4.513"
"33","1.152","0.486","0.410","0.486","1.434"
"34","1.190","0.666","0.640","0.666","1.527"
"35","1.393","0.799","0.748","0.799","1.628"
"36","1.768","1.075","0.991","1.075","1.964"
"37","2.042","1.175","1.095","1.175","2.310"
"38","2.345","1.415","1.310","1.415","2.544"
"39","2.712","1.713","1.581","1.713","2.907"
"40","3.034","1.905","1.804","1.905","3.258"
"41","3.460","2.165","2.077","2.165","3.733"
"42","3.685","2.261","2.160","2.261","4.021"
"43","3.835","2.336","2.220","2.336","4.158"
"44","4.105","2.434","2.305","2.434","4.427"
"45","4.225","2.564","2.422","2.564","4.550"
"46","4.309","2.631","2.471","2.631","4.627"
"47","4.325","2.602","2.409","2.602","4.642"
"48","4.345","2.621","2.411","2.621","4.653"
"49","4.416","2.655","2.405","2.655","4.691"
"50","4.344","2.643","2.391","2.643","4.628"
"51","4.407","2.690","2.427","2.690","4.691"
"52","4.532","2.781","2.532","2.781","4.828"
"53","4.557","2.764","2.506","2.764","4.810"
"54","4.627","2.758","2.487","2.758","4.896"
"55","4.693","2.768","2.505","2.768","4.957"
"56","4.752","2.854","2.573","2.854","5.023"
"57","4.810","2.898","2.634","2.898","5.077"
"58","4.716","2.870","2.623","2.870","4.980"
"59","4.612","2.771","2.525","2.771","4.892"
"60","4.554","2.737","2.514","2.737","4.838"
"61","4.378","2.626","2.408","2.626","4.661"
"62","4.399","2.662","2.462","2.662","4.695"
"63","4.309","2.545","2.353","2.545","4.592"
"64","4.148","2.425","2.230","2.425","4.439"
